kod,nazev,popis_objektu,sloh,material,spravce,typ,druh,url_3d,autor_dila,rok_vytvoreni,umisteni,adresa_momc,adresa_ulice,adresa_cislo_domovni,adresa_cislo_orientacni,url_odkaz_enc,obr_id1,obr_id2,obr_id3,obr_id4,obr_id5,obr_id6,url_odkaz_katalog,datum_exportu,ObjectId,GlobalID,x,y
6825,Josefa Faimanová,,,,Odbor kultury MMB,pomník,Pomníky a památníky,,Miloslav Kramoliš. Zdeněk Makovský,1985,,Brno-Líšeň,Karolíny Světlé,2410,83,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=245,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=74779&RECORD_ID=6825&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=74778&RECORD_ID=6825&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,1476,691324df-2ffa-4cd7-938e-05c7628a6cef,1857748.5984063,6309216.62282878
8147,Stáří a mládí,"Socha ztvárňuje mladou dívku, jež pozoruje svůj odraz ve vodní hladině, ten však je zvrásněný čeřící se vodou.",,,,socha,Sochy,,Jiří Marek,1990,V areálu nemocnice,Brno-Bohunice,Jihlavská,440,22,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2418,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=371310&RECORD_ID=8147&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=371309&RECORD_ID=8147&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=371308&RECORD_ID=8147&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,1477,5fc95e3b-6ec3-4ca8-86bc-1ca3d105573c,1844897.79846548,6304762.59025327
11595,Sv. Metoděj,,baroko,,Odbor správy majetku,socha,Sochy,,Josef Winterhalder st.,,kostel sv. Michala,Brno-střed,Dominikánské náměstí,685,1a,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161365&RECORD_ID=11595&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161364&RECORD_ID=11595&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161363&RECORD_ID=11595&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,,,,https://pamatkovykatalog.cz/uskp/podle-relevance/1/seznam?h= 1000133671&chranenoTed=1&hlObj=1&fulltext=,3/11/2025 12:00:00 AM,1478,9684d8c2-9641-4521-8c8e-25a7d8bf3c95,1848679.62213036,6307782.08217201
7307,Spoutání energie,,,,Neurčeno,socha,Sochy,,Ctibor Bayer,1991,,Brno-Maloměřice a Obřany,Hády,968,2,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1263,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=175951&RECORD_ID=7307&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=175952&RECORD_ID=7307&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,1479,ab952b9a-31a0-4bca-b788-26ff07389812,1854337.55770136,6312338.64228848
6826,40. výročí osvobození,,,,,deska,Pamětní desky,,,1985,,Brno-Líšeň,Masarova,2360,11,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=984,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66891&RECORD_ID=6826&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66892&RECORD_ID=6826&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,1480,fdbe6409-e536-40b6-b34f-fe2e1ae8ef70,1856249.75938641,6309718.09164897
8148,Pietní místo pro nenarozené a zemřelé děti,"Bílý jednoduchý kříž, na jehož podstavci je umístěn nápis.",,,,pomník,Pomníky a památníky,,,2020,"Ústřední hřbitov, skupina H5",Brno-střed,Jihlavská,756,1,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1891,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372159&RECORD_ID=8148&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372158&RECORD_ID=8148&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372157&RECORD_ID=8148&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,1481,e47df08f-97c3-4576-8472-98dc2ef50d13,1846833.29931996,6303930.16017946
7308,Energie,,,,Neurčeno,socha,Sochy,,Ctibor Bayer,1991,,Brno-Maloměřice a Obřany,Hády,1005,2/c,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2178,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372001&RECORD_ID=7308&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372000&RECORD_ID=7308&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=371999&RECORD_ID=7308&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,1482,a22a1672-3506-42be-a0d9-52c33cef0824,1854400.90962357,6312328.46735686
11596,Sv. Cyril,,,,Odbor správy majetku,socha,Sochy,,Josef Winterhalder st.,,kostel sv. Michala,Brno-střed,Dominikánské náměstí,685,1a,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161367&RECORD_ID=11596&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161368&RECORD_ID=11596&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161366&RECORD_ID=11596&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,,,,https://pamatkovykatalog.cz/uskp/podle-relevance/1/seznam?h=1000133671&chranenoTed=1&hlObj=1&fulltext=,3/11/2025 12:00:00 AM,1483,e8ff3347-6b85-4608-9e61-ee5788b7d1e7,1848681.34758246,6307773.73540282
7309,Kašna s motivy zvířat I.,,,,Veřejná zeleň města Brna,kašna,Vodní prvky,,Jiří Plieštik,,Pod budovou Moravského zemského muzea na Zelném trhu,Brno-střed,Zelný trh,300,5,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1940,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=182698&RECORD_ID=7309&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=182699&RECORD_ID=7309&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=182697&RECORD_ID=7309&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,1484,6d5ffdd3-2703-4ab7-ba7a-9f671f6715dd,1848917.84584065,6307501.51601942
8149,Slunce a Medúza,sgrafitový domovní znak s mytologickým motivem slunce a Medúzy,,,,reliéf,"Mozaiky, reliéfy a erby",,Miroslav Dufek (architekt),1956,Nad vstupem,Brno-sever,Venhudova,1621,12,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2419,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372081&RECORD_ID=8149&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372080&RECORD_ID=8149&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372079&RECORD_ID=8149&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372078&RECORD_ID=8149&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,3/11/2025 12:00:00 AM,1485,d06d2b94-0526-4e28-adf3-0011f361946a,1850780.41016476,6310952.44238855
6827,Ležící žena,,,,Odbor kultury MMB,socha,Sochy,,Miloš Axman,1989,U schodiště vedle obchodního centra,Brno-Líšeň,Kotlanova,2162,5,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1000,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153818&RECORD_ID=6827&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153816&RECORD_ID=6827&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153819&RECORD_ID=6827&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153817&RECORD_ID=6827&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153815&RECORD_ID=6827&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=153814&RECORD_ID=6827&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,3/11/2025 12:00:00 AM,1486,ef41c22a-7bc9-4789-9604-43ede580b292,1856916.36276118,6310682.06285522
7310,Kašna s motivy zvířat II.,,,,Veřejná zeleň města Brna,kašna,Vodní prvky,,Jiří Plieštik,,Pod budovou Moravského zemského muzea na Zelném trhu,Brno-střed,Zelný trh,298,7,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1939,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=182702&RECORD_ID=7310&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=182701&RECORD_ID=7310&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=182700&RECORD_ID=7310&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,1487,da55841b-8ec8-4bcf-a4a6-7390e1e93662,1848901.22584068,6307493.85087405
8150,Sgrafito na budově Technického muzea,Scéna založená na liniích kružnic a kruhových plochách kombinující technické prvky s vyobrazením nahé lidské postavy vepsané do jednoho z kruhů,,,,reliéf,"Mozaiky, reliéfy a erby",,Bohumil Krátký,1973,"ve dvoře bývalého kláštera sv. Voršily, směrem z ulice Orlí",Brno-střed,Orlí,516,20,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2420,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=374017&RECORD_ID=8150&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=374016&RECORD_ID=8150&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=374015&RECORD_ID=8150&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,1488,11ab1ab9-83dc-45ad-a6ab-57322583f302,1849265.30736727,6307799.30379744
6828,Kříž,"Na soklu umístěný kamenný kříž, přičemž na kříži je místo postavy Krista vyobrazená pouze hlava v podobě kulatého medailonku; na soklu je rytý nápis .",,,Odbor kultury MMB,kříž,Sakrální památky,,,,,Brno-Tuřany,Zapletalova,85,67,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1959,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64529&RECORD_ID=6828&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64531&RECORD_ID=6828&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,1489,1248bb41-8674-4062-95ec-e8901ca62280,1859901.72886528,6299259.15883841
7311,Kašna s motivy zvířat III.,,,,Veřejná zeleň města Brna,kašna,Vodní prvky,,Jiří Plieštik,,Pod budovou Moravského zemského muzea na Zelném trhu,Brno-střed,Zelný trh,298,7,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1941,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=182705&RECORD_ID=7311&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=182704&RECORD_ID=7311&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=182703&RECORD_ID=7311&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,1490,f7d92526-62d6-40c6-8bc8-e1f9f6252feb,1848885.12904231,6307487.95723369
7312,Anna Ticho,Laminátová imitace původní desky od N. Armutidise,,,Neurčeno,deska,Pamětní desky,,"Nikos Armutidis, Jaroslav Klenovský",2015,,Brno-střed,Zelný trh,320,21,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1636,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=176670&RECORD_ID=7312&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=176669&RECORD_ID=7312&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=176668&RECORD_ID=7312&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,1491,71ee90ff-dda3-49a4-bced-352a492a7311,1848961.82817147,6307655.04183276
11597,Sv. Ludmila,"Na jednoduchém pískovcovém soklu s římsou je umístěna socha světice v životní velikosti, oděna v boh",baroko,,Odbor správy majetku,socha,Sochy,,Josef Winterhalder st.,,kostel sv. Michala,Brno-střed,Dominikánské náměstí,685,1a,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161360&RECORD_ID=11597&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161362&RECORD_ID=11597&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161361&RECORD_ID=11597&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,,,,https://pamatkovykatalog.cz/uskp/podle-relevance/1/seznam?h= 1000133671&chranenoTed=1&hlObj=1&fulltext=,3/11/2025 12:00:00 AM,1492,9423fc16-f519-4cfc-9e4c-fd62f298138a,1848683.98585439,6307790.99107968
6829,Kříž,,,,Odbor kultury MMB,kříž,Sakrální památky,,,,,Brno-Tuřany,Rolencova,43,1,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1955,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=63878&RECORD_ID=6829&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=63879&RECORD_ID=6829&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=63880&RECORD_ID=6829&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=63877&RECORD_ID=6829&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=63876&RECORD_ID=6829&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,3/11/2025 12:00:00 AM,1493,4757a5ad-27e5-4e6b-8c42-39e4d1a05cb6,1853679.01385773,6299351.93612625
8151,Balkonové zábradlí,realizace: Jaroslav Zelený,,kov,,mříž,"Mozaiky, reliéfy a erby",,"Eva Kmentová, Olbram Zoubek",1965,průčelí budovy divadla,Brno-střed,Rooseveltova,31,7,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2421,,,,,,,,3/11/2025 12:00:00 AM,1494,110d0454-2bae-4c5d-b4ca-96cc4b3ec554,1849070.69863346,6308602.79733448
7313,Vlny,,,kombinovaný,Neurčeno,socha,Sochy,,Lukáš Rittstein,2000,Atrium Lékařské fakulty MUNI,Brno-střed,Joštova,220,13,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1333,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=177875&RECORD_ID=7313&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=177877&RECORD_ID=7313&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=177876&RECORD_ID=7313&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=177874&RECORD_ID=7313&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,3/11/2025 12:00:00 AM,1495,739eb67c-d959-452f-97e0-a9ca47a005d5,1848194.61424092,6308304.89598317
6831,Kříž,,,,Odbor kultury MMB,kříž,Sakrální památky,,,,,Brno-Tuřany,Tuřanská,199,12,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1452,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=63976&RECORD_ID=6831&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=63977&RECORD_ID=6831&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=63975&RECORD_ID=6831&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=63973&RECORD_ID=6831&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=63972&RECORD_ID=6831&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=63970&RECORD_ID=6831&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,3/11/2025 12:00:00 AM,1496,896cfd58-65b8-44d4-ba21-2ee45ad557ef,1854149.7171926,6300655.63984243
11598,Nejsvětější Trojice,Na čtyřstupňové čtvercové základně s novodobou kovovou ohradou stojí uprostřed hranolový sokl křížov,baroko,,Odbor správy majetku,sousoší,Sochy,,Antonín Schweigl,,Zelný trh,Brno-střed,Zelný trh,295,8,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=164347&RECORD_ID=11598&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=164346&RECORD_ID=11598&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=164345&RECORD_ID=11598&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=164343&RECORD_ID=11598&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=164342&RECORD_ID=11598&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,,https://pamatkovykatalog.cz/uskp/podle-relevance/1/seznam?h=19193/7-219&chranenoTed=1&hlObj=1&fulltext=,3/11/2025 12:00:00 AM,1497,ea24a9f2-2943-41e8-87f6-f519244b597d,1848823.79200288,6307532.32997417
7314,Poutníci,,,,Neurčeno,sousoší,Sochy,,František Úprka,1915,Vedle Zemanovy kavárny,Brno-střed,Jezuitská,687,6,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2212,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=182713&RECORD_ID=7314&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=182712&RECORD_ID=7314&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=182711&RECORD_ID=7314&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=182710&RECORD_ID=7314&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,3/11/2025 12:00:00 AM,1498,39cc6dcc-047d-4492-8e3a-7e21cb968644,1849410.44571936,6308485.57418721
6832,Kříž,"Ve srovnání s podstavcem je samotný kříž poměrně malý, na něm postava Krista v bílé barvě; na soklu rytý nápis.",,,Odbor kultury MMB,kříž,Sakrální památky,,,1884,,Brno-Tuřany,Kaštanová,34,2,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1961,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=63990&RECORD_ID=6832&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=63993&RECORD_ID=6832&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=63992&RECORD_ID=6832&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=63991&RECORD_ID=6832&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,3/11/2025 12:00:00 AM,1499,5b372e1c-bd07-4d95-aa58-47b92922a558,1853852.14906176,6301061.23227985
8152,Mříže pro interiér MZM,Dvojkřídlé mříže,,kov,,mříž,"Mozaiky, reliéfy a erby",,Jaroslav Zelený,1989,interiér MZM,Brno-střed,Zelný trh,299,6,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2422,,,,,,,,3/11/2025 12:00:00 AM,1500,da81e196-9aae-4fef-8472-0fecf6f911ea,1848918.48036175,6307467.27842408
11599,Mariánský morový sloup,"Morový sloup je monumentální kamenosochařskou prací, sestávající z architektonické části a sochařské",baroko,,Odbor správy majetku,sloup,Pomníky a památníky,,,,,Brno-střed,náměstí Svobody,98,4,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=164341&RECORD_ID=11599&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=164340&RECORD_ID=11599&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=164339&RECORD_ID=11599&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=164338&RECORD_ID=11599&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=164337&RECORD_ID=11599&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,,https://pamatkovykatalog.cz/uskp/podle-relevance/1/seznam?h=30405/7-221&chranenoTed=1&hlObj=1&fulltext=,3/11/2025 12:00:00 AM,1501,8071ed26-5cce-4e80-8436-e890eb18540d,1848769.33450799,6308060.46017794
8153,Pomník císaře Josefa II.,"Na okrouhlém, široce založeném a zdobně stupňovitém podstavci, při jehož patě sedí dvě bronzové sochy alegoricky ztvárňující Obchod a Toleranci, je architektonický nástavec, na němž je umístěna bronzová socha císaře Josefa II. v nadživotní velikosti s mírn",,kámen,,pomník,Pomníky a památníky,,Antonín Břenek,1892,před bývalým Německým domem,Brno-střed,Moravské náměstí,716,10,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=651,,,,,,,,3/11/2025 12:00:00 AM,1502,e415e69e-af85-4f93-abac-09aa7f12553f,1848682.23813839,6308683.46266225
7315,Komunikace,,,bronz,Neurčeno,socha,Sochy,,Karel Nepraš,1999,Nádvoří Fakulty informatiky MU,Brno-Královo Pole,Botanická,554,68/a,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1338,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=178278&RECORD_ID=7315&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=178281&RECORD_ID=7315&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=178280&RECORD_ID=7315&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=178279&RECORD_ID=7315&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,3/11/2025 12:00:00 AM,1503,9c910784-b8e2-4614-bf33-75a24c2fc386,1847829.0966929,6310575.52885214
11600,Maršál R. J.  Malinovský,"Jedná se o bronzovou bustu maršála Malinovského, která je osazena na hranolovém žulovém soklu, v pře",moderna,,Odbor správy majetku,busta,Sochy,,Vincenc Makovský,,"před Domem umění, Brno-město",Brno-střed,Malinovského náměstí,652,2,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161908&RECORD_ID=11600&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161910&RECORD_ID=11600&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161909&RECORD_ID=11600&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=161907&RECORD_ID=11600&AGENDA_IDENT=PASPORT_PAMATEK_PAMATKY&preview=1080,,,https://pamatkovykatalog.cz/uskp/podle-relevance/1/seznam?h=38323/7-273&chranenoTed=1&hlObj=1&fulltext=,3/11/2025 12:00:00 AM,1504,e346d07d-3e06-485b-bfd5-3938c34c09a0,1849526.12893419,6308179.61940486
